sub_kategori,kategori,nama,alamat,rating,jumlah_ulasan
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Sooko,"Jl. Raya Sooko Nomor No. 05, Sooko, Wringinanom, Pedagangan, Gresik, Kabupaten Gresik, Jawa Timur 61176, Indonesia",4.6,5.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Sukoanyar,"PGVR+HM8, Ngering, Sukoanyar, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",4.0,1.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Sukomulyo,"Jalan KH. A. Bisri II Jl. Raya Manyar No.26, Maduran, Roomo, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",4.6,10.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Sumput,"JJX4+M43, Unnamed Road, Dusun Pasinan, Kesambenwetan, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",3.0,2.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Sumurber,"Jl. Raya Sumurber No.6, Sumurber, Kec. Panceng, Kabupaten Gresik, Jawa Timur 61156, Indonesia",4.5,40.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Tanjungan,"JHWW+F54, Jl. Tanjungan, Dusun Mojotanjung, Tanjungan, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",,
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Tiremenggal,"2C3F+RHW, Tiremenggal, Kec. Dukun, Kabupaten Gresik, Jawa Timur 61155, Indonesia",,
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Tulung,"PG25+645, Unnamed Road, Area Sawah/Kebun, Lampah, Kec. Kedamean, Kabupaten Gresik, Jawa Timur 61175, Indonesia",5.0,1.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Wedoroanom,"MHFW+8MR, Dusun Randegansari, Randegansari, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",4.5,8.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Wringinanom,"Jl. Raya Wringinanom No.14, Wringianom, Lebaniwaras, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61352, Indonesia",3.0,2.0
Kelurahan/Desa,Pemerintahan,Kantor Operasional PT Berlian Manyar Sejahtera,"WJ7X+46, Manyarejo, Kabupaten Gresik, Jawa Timur, Indonesia",,
Kelurahan/Desa,Pemerintahan,Kantor Pemerintah Desa Tenaru,"Jl. Raya Tenaru No.7, Dusun Gading, Tenaru, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",3.1,8.0
Kelurahan/Desa,Pemerintahan,Kantor Pos Bungah,"Jl. Raya Bungah, Abar Abir, Abar-Abir, Kec. Bungah, Kabupaten Gresik, Jawa Timur 61152, Indonesia",2.9,41.0
Kelurahan/Desa,Pemerintahan,Kantor Pos Cerme,"Jl. Raya Cerme Kidul No.179, Cerme Lor, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",2.6,15.0
Kelurahan/Desa,Pemerintahan,Kantor Pos Gresik Manyar,"Jalan Raya Manyar No. 5, Manyarejo, Manyar, Tenger, Roomo, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",2.6,63.0
Kelurahan/Desa,Pemerintahan,Kantor kelurahan kemuteran,"RMX3+8GH, Kroman, Pekelingan, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61115, Indonesia",3.3,4.0
Kelurahan/Desa,Pemerintahan,Kantor kepala desa cerme lor,"Jl. Pasar Cerme Lor No.45, Cerme Lor, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",4.6,18.0
Kelurahan/Desa,Pemerintahan,Kawedanan cerme kidul,"Jl. Raya Cerme Kidul No.170, Cerme Kidul, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",,
Kelurahan/Desa,Pemerintahan,Kelurahan Gending,"Jl. Veteran Madya No.5, Gending, Sidomoro, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61122, Indonesia",4.4,45.0
Kelurahan/Desa,Pemerintahan,Kelurahan Grebek Kebomas,"Jl. Dr. Wahidin Sudirohusodo No.48 No A, Setingi, Randuagung, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61121, Indonesia",5.0,1.0
Kelurahan/Desa,Pemerintahan,Kelurahan Ngipik,"Jl. Dr. Soetomo No.4 No.2a, Ngipik, Karangpoh, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61119, Indonesia",,
Kelurahan/Desa,Pemerintahan,Kelurahan Sidomukti,"Sidomukti, Kebomas, Jl. Sunan Giri ⅩⅢ L No.19A, Sudomukti, Tlogopatut, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61124, Indonesia",4.7,6.0
Kelurahan/Desa,Pemerintahan,Perumahan Cerme Indah,"Betiting, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",4.1,763.0
Kelurahan/Desa,Pemerintahan,Sekdes Bungah,"WHW7+W25, Unnamed Road, Karangpoh, Bungah, Kec. Bungah, Kabupaten Gresik, Jawa Timur 61152, Indonesia",5.0,2.0
Kelurahan/Desa,Pemerintahan,kantor Desa Tanjungori,"7M77+PHM, Tanjungori, Tambak, Kabupaten Gresik, Jawa Timur 61182, Indonesia",5.0,1.0
Kelurahan/Desa,Pemerintahan,kantor Kelurahan Singosari,"RMH4+GHW, Jegong, Singosari, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61122, Indonesia",4.6,5.0
Kelurahan/Desa,Pemerintahan,kantor kepala desa bangeran,"2C93+JX7, Bulangan, Bangeran, Kec. Dukun, Kabupaten Gresik, Jawa Timur 61155, Indonesia",3.5,2.0
Pemerintah Kabupaten,Pemerintahan,Bagian Administrasi Pembangunan Sekretariat Daerah Kabupaten Gresik,"RHHX+HQ6, Kembangan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",,
Pemerintah Kabupaten,Pemerintahan,Bagian Hukum Sekretariat Daerah Kabupaten Gresik,"Jl. Dr. Wahidin Sudirohusodo No.245, Kembangan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",5.0,7.0
Pemerintah Kabupaten,Pemerintahan,Bagian Kesejahteraan Rakyat Sekretariat Daerah Kabupaten Gresik,"No.245-c, Jl. Dr. Wahidin Sudirohusodo, Kembangan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",,
Pemerintah Kabupaten,Pemerintahan,Bagian Organisasi Sekretariat Daerah Kabupaten Gresik,"No.245-c, Jl. Dr. Wahidin Sudirohusodo, Kembangan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",,
Pemerintah Kabupaten,Pemerintahan,Bagian Pengadaan Barang/Jasa Sekretariat Daerah Kabupaten Gresik,"Jl. Dr. Wahidin Sudirohusodo No.245, Kembangan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",5.0,6.0
Pemerintah Kabupaten,Pemerintahan,Kantor Bupati Gresik,"No.245-c, Jl. Dr. Wahidin Sudirohusodo No.245-c, Kembangan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",4.4,120.0
Pemerintah Kabupaten,Pemerintahan,Kantor DPRD Kabupaten Gresik,"Jl. KH. Wachid Hasyim No.5, Bedilan, Kebungson, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61114, Indonesia",4.3,60.0
Pemerintah Kabupaten,Pemerintahan,Pemkab Gresik Desa Gapurosukolilo,"Jl. Malik Ibrahim No.62, Gapuro Sukolilo, Bedilan, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61119, Indonesia",3.3,15.0
SD/MI,Pendidikan,MA. Ma'arif NU Sidomukti,"Jl. Sunan Giri Gang 13E No. 26, Sidomukti Kebomas, Kebomas, Ngipik, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61124, Indonesia",,
SD/MI,Pendidikan,MI AL FATTAH,"RJCM+MM2, Jl. Sunan Giri XIII R, Ketek, Kawisanyar, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",,
SD/MI,Pendidikan,MI AL HUSNA,"VJ67+8V2, Jl. Kerang Raya, Wonorejo, Yosowilangun, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
SD/MI,Pendidikan,MI AL ISHLAH,"2HR3+X3G, Ketapang, Ketapang Lor, Kec. Ujungpangkah, Kabupaten Gresik, Jawa Timur 61154, Indonesia",,
SD/MI,Pendidikan,MI AL- Ma'arif,"VJ88+RC6, Jl. Raya Sukomulyo, Maduran, Roomo, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
SD/MI,Pendidikan,MI AL-AZHAR MENGANTI,"Krajan, Menganti, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61174, Indonesia",,
SD/MI,Pendidikan,MI AL-HIDAYAH sumberploso,"JGF7+77F, Sumberploso, Sembung, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",,
SD/MI,Pendidikan,MI Al Falah,"Kedanyang, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61161, Indonesia",,
SD/MI,Pendidikan,MI Asmaiyah Gresik,"Jl. Kh. Kholil No.39, Kemuteran, Pekelingan, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61115, Indonesia",,
SD/MI,Pendidikan,MI Futuhatul Ulum,"Jl. Raya Roomo No.258, Maduran, Roomo, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",4.4,17.0
SD/MI,Pendidikan,MI MIFTAHUL ULUM PEDAGANGAN,"Jl. Raya Rt. 10 Rw. 03 Pedagangan 61176, Wonokalang, Pedagangan, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",,
SD/MI,Pendidikan,MI Ma'arif Sidomukti,"Jl. Sunan Giri XIII E No.26, Kebomas, Sidomukti, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",5.0,9.0
SD/MI,Pendidikan,MI Mambaus Sholihin,"Jl. Kyai H. Syafiꞌi No.07, Suci, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
SD/MI,Pendidikan,MI Miftahul Ulum,"PJ24+V34, Jalan Raya, Pengampon, Sidowungu, Menganti, Gresik Regency, East Java 61174, Indonesia",,
SD/MI,Pendidikan,MI Miftahul Ulum Gresik,"Gg. X No.110, Lumpur, Tlogopojok, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61118, Indonesia",,
SD/MI,Pendidikan,MI Modern Sunan Giri,"Jl. Sunan Giri No.82, Kebomas, Kawisanyar, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61121, Indonesia",,
SD/MI,Pendidikan,MI NURUL HUDA,"JFWX+R3W, Kulon, Kesambenkulon, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",,
SD/MI,Pendidikan,MI Negeri 1 Gresik - Kedamean,"MHG8+8C7, Watupasang, Kedamean, Kec. Kedamean, Kabupaten Gresik, Jawa Timur 61175, Indonesia",,
SD/MI,Pendidikan,MI Nurul Islam Pongangan,"Jl. Kyai H. Syafiꞌi No.70, Suci, Pongangan, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
SD/MI,Pendidikan,MI Poemusgri,"Jl. Sindujoyo No.28, Lumpur, Kroman, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61116, Indonesia",,
SD/MI,Pendidikan,MI ROUDLOTUL ULUM,"Jl. Abdul Rochim No.1 no 52, RT.1/RW.1, Yosowilangun, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
SD/MI,Pendidikan,MI Riyadlatul Athfal,"PH9P+XWG, Bandut, Hulaan, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61174, Indonesia",,
SD/MI,Pendidikan,MI Sunan Giri Sidomoro,"Jl. Veteran Gg. VI No.30, Injen Timur, Gapurosukolilo, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61122, Indonesia",,
SD/MI,Pendidikan,MI Tarbiyatul Muta'allimin Wonokoyo,"MHXR+C76, Jl. Pahlawan Mubin Wonokoyo, Karangan, Menganti, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61174, Indonesia",,
SD/MI,Pendidikan,MI. Manbaul Huda,"VHJR+59M, Leran, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
SD/MI,Pendidikan,MINU 27 ASSA`ADAH,"7J3R+H9M, Sukalela, Pekalongan, Tambak, Kabupaten Gresik, Jawa Timur 61182, Indonesia",,
SD/MI,Pendidikan,MINU 29 DEDAWANG,"6HCV+GRC, Dusun Dedawang, Desa Telukjatidawang, Pulau Bawean, Tlk. Jatidawang, Tambak, Kabupaten Gresik, Jawa Timur 61182, Indonesia",5.0,2.0
SD/MI,Pendidikan,MINU SUKODONO GRESIK,"Jl. KH. Hasyim Asy'ari No.15, Kebungson, Sukodono, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61116, Indonesia",,
SD/MI,Pendidikan,MINU Tratee Putera,"Jl. KH. Abdul Karim No.60, Trate, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61114, Indonesia",,
SD/MI,Pendidikan,MIS MINU 21 BULULANJANG,"5JHM+6WJ, Bululanjang, Kec. Sangkapura, Kabupaten Gresik, Jawa Timur 61181, Indonesia",,
SD/MI,Pendidikan,Madrasah Ibtidaiyah 131 Al Ikhwan,"Jalan Nyai Fatimah No.1, Windu Dua, Kemudi, Kec. Duduksampeyan, Kabupaten Gresik, Jawa Timur 61162, Indonesia",,
SD/MI,Pendidikan,Mi,"Jl. Raden Santri No.15B, Bedilan, Kebungson, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61114, Indonesia",,
SD/MI,Pendidikan,Mi Fathimiyah Gresik,"Jl. Malik Ibrahim No.19, Gapuro Sukolilo, Bedilan, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61113, Indonesia",,
SD/MI,Pendidikan,Mi Tarbiyatul Islamiyyah ngampel,"Jl. Manunggal 2 No.RT 05, Ngampel, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
SD/MI,Pendidikan,"PG, RA, MI MIFTAHUL ULUM","JJX9+C5X, Jl. H. Fattah Jl. Kesamben Wetan, RT.10/RW.2, Dusun Kelampok, Kesambenwetan, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",,
SD/MI,Pendidikan,SD - Yimi,"Jl. Kyai H. Agus Salim No.37, Sumberrejo, Pulopancikan, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61119, Indonesia",,
SD/MI,Pendidikan,SD AT - THOHIRIYAH,"No, Gresik, Jl. Harun Thohir No.37, Pulopancikan, Kebungson, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61113, Indonesia",,
SD/MI,Pendidikan,SD IRADA FULL DAY EDUCATION,"Jl. Topaz VII Graha Bunder Asri No.31-32, Kembangan, Kebomas, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 611111, Indonesia",,
SD/MI,Pendidikan,SD MUHAMMADIYAH 1 DRIYOREJO,"Jl. Raya Pancawarna 11C, Blk. AU No.18-19, Kota Baru, Mulung, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",,
SD/MI,Pendidikan,SD MUHAMMADIYAH 1 GKB GRESIK (SD Mugeb) MUGEB PRIMARY SCHOOL,"Jl. Belitung IV No.20, Gn. Malang, Randuagung, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61121, Indonesia",,
SD/MI,Pendidikan,SD MUHAMMADIYAH 1 MENGANTI,"Jl. Raya Menganti Sidowungu No.4A, Balongdinding, Sidowungu, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61174, Indonesia",,
SD/MI,Pendidikan,SD MUHAMMADIYAH GKB 2 GRESIK ( Berlian school ),"Pondok Permata Suci, Jl. Berlian VIII No.2, Suci, Manyar, Gresik Regency, East Java 61151, Indonesia",,
SD/MI,Pendidikan,SD MURI,"RJHJ+F45, Jl. Sunan Prapen, Pedukuhan, Kebomas, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",,
SD/MI,Pendidikan,SD Muhammadiyah Kompleks Gresik (SD MUGRES) -Kampus A,"Jl. Kh. Kholil No.90, Kroman, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61115, Indonesia",,
SD/MI,Pendidikan,SD Muhammadiyah Manyar Gresik (SDMM),"Jl. Amuntai No.1, Ponganganrejo, Yosowilangun, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
SD/MI,Pendidikan,SD NEGERI 35 GRESIK,"Jl. Ir. Ibrahim Zahir II No.46 A, Jegong, Singosari, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61122, Indonesia",,
SD/MI,Pendidikan,SD NU NURUL ISHLAH,"12, Jl. Dr. Wahidin Sudirohusodo No.24, Pedukuhan, Randuagung, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61121, Indonesia",,
SD/MI,Pendidikan,SD Nahdlatul Ulama - 1 Trate Gresik,"Jl. KH. Abdul Karim No.60, Karangpoh, Trate, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61114, Indonesia",,
SD/MI,Pendidikan,SD Negeri 200 Gresik,"Jl. Raya Kedamean No.45, RT.013/RW.05, Ngepung, Kec. Kedamean, Kabupaten Gresik, Jawa Timur 61175, Indonesia",,
SD/MI,Pendidikan,SD Negeri Sidorukun ( UPT SD Negeri 11 Gresik ),"Jl. Amak Khasim No.31, Sidorukun, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61112, Indonesia",,
SD/MI,Pendidikan,SD Putra Darul Islam,"Jl. Kh. Kholil No.39, Kemuteran, Pekelingan, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61115, Indonesia",,
SD/MI,Pendidikan,SD SETIA BUDHI,"Jl. DR. Setia Budi No.9 NO 7, Bedilan, Kebungson, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61113, Indonesia",,
SD/MI,Pendidikan,SD Semen Gresik,"RJJW+7H7, Perumahan PT. Semen Gresik Jl. Tauhid, Tuban Barat, Tubanan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61122, Indonesia",,
SD/MI,Pendidikan,SD YPI Darussalam,"Gg. Ps. No.Gg, Cerme Lor, Perwira, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",,
SD/MI,Pendidikan,SDIT Al Ibrah Gresik,"Jl. Tj. Wira VI No.44, RW.2, Wonorejo, Yosowilangun, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
SD/MI,Pendidikan,SDIT Al-Ibrohimi,"Peganden, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
SD/MI,Pendidikan,SMA Muhammadiyah 1 Gresik,"Jl. Dr. Wahidin Sudirohusodo No..162, Setingi, Randuagung, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61121, Indonesia",,
SD/MI,Pendidikan,SMP MUHAMMADIYAH 1 GRESIK,"VM24+44G, Jl. Kh. Kholil, Kroman, Pekelingan, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61115, Indonesia",,
SD/MI,Pendidikan,Sekolah Dasar Muhammadiyah 3 Gresik,"JL. Harun Tohir No.67 A, Singosari, Pulopancikan, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61113, Indonesia",,
SD/MI,Pendidikan,Sekolah Insan Mulya,"Jl. Raya Granit Kumala Perum Kota Baru No.F No.19-21, Mulung, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",,
SD/MI,Pendidikan,UPT SD NEGERI 12 GRESIK,"Gg. XV No.52, Ngipik, Sukorame, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61116, Indonesia",,
SD/MI,Pendidikan,UPT SD NEGERI 170 GRESIK,"Jl. Raya Wringinanom No.38, Gn. Anyar, Kedunganyar, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",,
SD/MI,Pendidikan,UPT SD NEGERI 175 GRESIK (ex SDN Lebanisoko),"JG9W+FM7, Utara, Lebanisuko, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",,
SD/MI,Pendidikan,UPT SD NEGERI 178 GRESIK,"Jl. Raya Pasinan Wringinanom No.671, Dusun Legundi, Pasinan Lemahputih, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61171, Indonesia",,
SD/MI,Pendidikan,UPT SD NEGERI 179 GRESIK,"Jl. Raya Wringinanom No.476, Sidomoro, Pasinan Lemahputih, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",,
SD/MI,Pendidikan,UPT SD NEGERI 190 GRESIK,"JHH2+4C5, Jl. Raya Wates Tj., Tanjung, Pasinan Lemahputih, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",,
SD/MI,Pendidikan,UPT SD NEGERI 193 GRESIK,"JHW4+CPH, jln Raya, Banyuurip, Kec. Kedamean, Kabupaten Gresik, Jawa Timur 61175, Indonesia",,
SD/MI,Pendidikan,UPT SD NEGERI 194 GRESIK,"Banyuurip, Kec. Kedamean, Kabupaten Gresik, Jawa Timur 61175, Indonesia",,
SD/MI,Pendidikan,UPT SD NEGERI 32 GRESIK,"RMJ3+85F, Gg. XVI, Kramatandap, Gapurosukolilo, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61122, Indonesia",,
SD/MI,Pendidikan,UPT SD NEGERI 332 GRESIK (SDN 1 DEKATAGUNG),"5HRP+JPG, Jl. Raya Bangsal, Dekatagung, Kec. Sangkapura, Kabupaten Gresik, Jawa Timur 61181, Indonesia",,
SD/MI,Pendidikan,UPT SD NEGERI 380 GRESIK,"7J8X+VQG, Tambak Timur, Tambak, Bawean, Kabupaten Gresik, Jawa Timur 61182, Indonesia",,
SD/MI,Pendidikan,UPT SD NEGERI 381 GRESIK,"7M82+P47, Tambak, Kabupaten Gresik, Jawa Timur 61182, Indonesia",,
SD/MI,Pendidikan,UPT SD NEGERI 40 GRESIK,"Jl. Raya Daendles No.143-145, Manyarejo, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
SD/MI,Pendidikan,UPT SD NEGERI 41 GRESIK,"Jl. Kyai Sahlan I No.26 RT 01, RT.01/RW.03, Manyarejo, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
SD/MI,Pendidikan,UPT SD NEGERI 44 GRESIK,"VJ4H+MPH, Jalan Raya, Maduran, Roomo, Manyar, Gresik Regency, East Java 61151, Indonesia",,
SD/MI,Pendidikan,UPT SD NEGERI 47 GRESIK,"VJ43+F32, Suci, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
SD/MI,Pendidikan,UPT SD NEGERI 48 GRESIK (ex SDN SUKOMULYO 1),"VJ6C+8QH, Jl. Raya Sukomulyo, Maduran, Roomo, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
SD/MI,Pendidikan,UPT SD NEGERI 6 GRESIK,"Jl. Jaksa Agung Suprapto No.1, Sumursango, Bedilan, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61111, Indonesia",,
SD/MI,Pendidikan,UPT SD Negeri 153 GRESIK,"Dusun Karangasem, Karangandong, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",,
SD/MI,Pendidikan,UPT SD Negeri 157 Gresik,"Jl. Raya Legundi No.299, Dusun Larangan, Krikilan, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",5.0,3.0
SD/MI,Pendidikan,UPT SD Negeri 3 Gresik,"Jl. Gubernur Suryo No.25, Karangturi, Lumpur, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61117, Indonesia",,
SD/MI,Pendidikan,UPT SD Negeri 354 Gresik ex Sdn 6 Sidogedungbatu,"Sidogedungbatu, Kec. Sangkapura, Kabupaten Gresik, Jawa Timur 61181, Indonesia",,
SD/MI,Pendidikan,UPT SD Negeri 366 Gresik,"7P4F+66P, Kepuh Tlk., Tambak, Kabupaten Gresik, Jawa Timur 61182, Indonesia",,
SD/MI,Pendidikan,UPT SD Negeri 389 Gresik,"6J72+G2Q, Unnamed Road, Tlk. Jatidawang, Teluk Jatidawang, Tambak, Gresik Regency, East Java 61182, Indonesia",,
SD/MI,Pendidikan,UPT SD Negeri 8 Gresik,"Jl. Akasia No.22, Sumberrejo, Sidokumpul, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61111, Indonesia",,
SD/MI,Pendidikan,UPT SDN 43 Gresik,"Perum Pongangan Indah, Jl. Pasir III, Suci, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
SD/MI,Pendidikan,Upt Sd Negeri 1 Gresik,"Jl. AKS Tubun No.1, Pulopancikan, Bedilan, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61114, Indonesia",,
SD/MI,Pendidikan,Upt Sd Negeri 15 Gresik,"Jl. GubernurSuryo XI No.54, Lumpur, Tlogopojok, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61118, Indonesia",,
SD/MI,Pendidikan,Upt Sd Negeri 2 Gresik,"Gg. VIII No.03, Kebomas, Ngipik, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61121, Indonesia",,
SD/MI,Pendidikan,Upt Sd Negeri 24 Gresik,"Jl. Mayjend Sungkono No.18, Klangonan, Kembangan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",,
SD/MI,Pendidikan,Upt Sd Negeri 27 Gresik,"Jl. Dr. Wahidin Sudirohusodo No No.36 F, Setingi, Randuagung, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61121, Indonesia",,
SD/MI,Pendidikan,Upt Sd Negeri 7 Gresik,"Jl. Jaksa Agung Suprapto VI No.2, Tlogobendung, Sidokumpul, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61116, Indonesia",,
SMP/MTs,Pendidikan,"Excellent School ( PG, TK, SD, SMP )","Jl. Raya Pancawarna No.27, Mulung, Petiken, Mulung, Kabupaten, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",4.3,99.0
SMP/MTs,Pendidikan,"Kelas 7d, SMPN 7 GRESIK","Jl. Wiyata Mandala No.2, Sawahmulya, Kec. Sangkapura, Kabupaten Gresik, Jawa Timur 61181, Indonesia",,
SMP/MTs,Pendidikan,SMP DARUL ISLAM GRESIK,"NO GRESIK, Jl. DR. Setia Budi No.5, Bedilan, Kebungson, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61114, Indonesia",,
SMP/MTs,Pendidikan,SMP DHARMA BHAKTI GRESIK,"RMJ2+3RP, Gg. IV Jl. Kartini, Kramatandap, Gapurosukolilo, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61122, Indonesia",,
SMP/MTs,Pendidikan,SMP Daruttaqwa,"Jl. Kyai H. Syafiꞌi No.30B, Dahanrejo, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
SMP/MTs,Pendidikan,SMP ISLAMIC QON,"Jl. Rantau Gg. Masjid No.01 GKB, Wonorejo, Sukomulyo, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
SMP/MTs,Pendidikan,SMP IT AL-FALAH PUDAKIT,"Jl. Pendidikan No.10, Sumberrejo, Pudakit Timur, Kec. Sangkapura, Kabupaten Gresik, Jawa Timur 61181, Indonesia",,
