sub_kategori,kategori,nama,alamat,rating,jumlah_ulasan
Rumah Sakit,Kesehatan,RS Randegansari Husada,"Jl. Telapak, RT.2/RW.1, Mojo Kopek, Randegansari, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",4.3,1108.0
Rumah Sakit,Kesehatan,RS. Satiti Kertosono,"Jl. Langsep No.3, Sambipondok, Kertosono, Kec. Sidayu, Kabupaten Gresik, Jawa Timur 61153, Indonesia",5.0,2.0
Rumah Sakit,Kesehatan,RS. Surya Medika,"Jl. Raya Laban Kulon No.58, RT.13/RW.01, Laban Kulon, Laban, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61174, Indonesia",4.6,1658.0
Rumah Sakit,Kesehatan,RSI Cahaya Giri Gresik,"Jl. Raya Bringkang No.90-94, Talun, Bringkang, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61174, Indonesia",4.9,1095.0
Rumah Sakit,Kesehatan,RSI Mabarrot MWC NU Bungah,"Jl. Raya Bungah Dukun No.1D, Sukowati, Masangan, Kec. Bungah, Kabupaten Gresik, Jawa Timur 61152, Indonesia",4.4,285.0
Rumah Sakit,Kesehatan,RSU Denisa Gresik,"Jl. Dr. Wahidin Sudirohusodo No.736, Dahanrejo, Jawa Timur, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",4.8,1345.0
Rumah Sakit,Kesehatan,RSUD Gresik Sehati,"MGGF+C9R, Jl. Raya Slempit, Sundo, Belahanrejo, Kec. Kedamean, Kabupaten Gresik, Jawa Timur 61175, Indonesia",4.9,67.0
Rumah Sakit,Kesehatan,RSUD Ibnu Sina Gresik,"Jl. Dr. Wahidin Sudirohusodo No.243B, Kembangan, Klangonan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",4.2,1839.0
Rumah Sakit,Kesehatan,RSUD UMAR MAS'UD BAWEAN KABUPATEN GRESIK,"JI. Pendidikan No.2, Sawahmulya, Kec. Sangkapura, Kabupaten Gresik, Jawa Timur 61181, Indonesia",4.3,58.0
Rumah Sakit,Kesehatan,Rumah Sakit Bayt Al-Musaadah,"RJW2+G24, Jln. KH. Syafi'i, Suci, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",5.0,11.0
Rumah Sakit,Kesehatan,Rumah Sakit Eka Husada,"Jl. Raya Menganti, Sidomulyo, Sidojangkung, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61174, Indonesia",4.2,1335.0
Rumah Sakit,Kesehatan,Rumah Sakit Fathma Medika Gresik,"Jl. Raya Pendopo No.45, Area Sawah/Kebun, Sembayat, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",4.4,736.0
Rumah Sakit,Kesehatan,Rumah Sakit Grha Husada,"RJWW+CHJ Komplek Perum, Jl. PT Petrokimia Gresik Jl. Padi No.3, Tlogopojok, Kroman, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61118, Indonesia",4.6,560.0
Rumah Sakit,Kesehatan,Rumah Sakit Ibu dan Anak Khodijah,"Jl. Pelita III No.20, Asempapak, Mriyunan, Kec. Sidayu, Kabupaten Gresik, Jawa Timur 61153, Indonesia",4.7,890.0
Rumah Sakit,Kesehatan,Rumah Sakit Islam Mabarrot Mwc Nu,"Jl. Raya Bungah, Bungah, Kec. Bungah, Kabupaten Gresik, Jawa Timur 61152, Indonesia",,
Rumah Sakit,Kesehatan,Rumah Sakit Islam Nyai Ageng Pinatih,"Jl. KH. Abdul Karim No.76 - 78, Trate, Pekelingan, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61114, Indonesia",4.9,2622.0
Rumah Sakit,Kesehatan,Rumah Sakit Muhammadiyah Gresik,"Jl. Kh. Kholil No.88, Kroman, Pekelingan, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61115, Indonesia",4.7,1971.0
Rumah Sakit,Kesehatan,Rumah Sakit Petrokimia Gresik,"Jl. Jenderal Ahmad Yani No.69, Ngipik, Karangpoh, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61119, Indonesia",4.8,4876.0
Rumah Sakit,Kesehatan,Rumah Sakit Petrokimia Gresik Driyorejo,"Jl. Raya Legundi No.KM.0,5, Dusun Legundi, Krikilan, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",4.5,1636.0
Rumah Sakit,Kesehatan,Rumah Sakit Semen Gresik,"RS Semen Gresik, Gg. I No.280, Kesemen, Sukorame, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61111, Indonesia",4.8,4498.0
Rumah Sakit,Kesehatan,Rumah Sakit Umum Rachmi Dewi,"Jl. Jawa No.79-81, Karanggondang, Yosowilangun, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",4.5,423.0
Rumah Sakit,Kesehatan,Rumah Sakit Umum Walisongo 1 Gresik,"Jl. Raya No.KM 4, Wonorejo, Karang Semanding, Kec. Balongpanggang, Kabupaten Gresik, Jawa Timur 61173, Indonesia",4.9,1130.0
Rumah Sakit,Kesehatan,Rumah Sakit Wates Husada Gresik,"Jl. Raya Wates No.Utara, Kedungpiring, Kedungpring, Kec. Balongpanggang, Kabupaten Gresik, Jawa Timur 61173, Indonesia",4.8,2426.0
Rumah Sakit,Kesehatan,Rumah Sehat Cahaya Raga,"JF4R+9PM, Bureng Kidul, Kedunganyar, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",5.0,1.0
Rumah Sakit,Kesehatan,Rumah vaksin Rssg Gresik,"Injen Barat, Tlogobendung, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61122, Indonesia",4.7,15.0
Rumah Sakit,Kesehatan,UGD RS Petrokimia Gresik,"Jl. Jenderal Ahmad Yani No.69, Ngipik, Karangpoh, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61119, Indonesia",4.2,29.0
Dinas/OPD,Pemerintahan,BKPSDM Kabupaten Gresik,"Jl. Dr. Wahidin Sudirohusodo No.245, Kembangan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",5.0,1.0
Dinas/OPD,Pemerintahan,"Badan Perencanaan Pembangunan, Penelitian dan Pengembangan Daerah Kabupaten Gresik","Jl. Dr. Wahidin Sudirohusodo No.245, Kembangan, Sukorame, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61121, Indonesia",4.2,44.0
Dinas/OPD,Pemerintahan,DINAS SOSIAL KABUPATEN GRESIK,"Jl. KH. Wachid Hasyim No.17, Bedilan, Kebungson, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61119, Indonesia",4.0,3.0
Dinas/OPD,Pemerintahan,DISKOPERINDAG Kabupaten Gresik,"Jl. Dr. Wahidin Sudirohusodo No.245, Kembangan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",3.0,2.0
Dinas/OPD,Pemerintahan,Dinas Kependudukan dan Pencatatan Sipil Kabupaten Gresik,"Bedilan, Jl. KH. Wachid Hasyim No.17, Bedilan, Kebungson, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61114, Indonesia",4.4,1348.0
Dinas/OPD,Pemerintahan,Dinas Kesehatan Kabupaten Gresik,"Jl. Permata Utara No.27 Blk a5 no, Kembangan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",3.6,25.0
Dinas/OPD,Pemerintahan,Dinas Komunikasi dan Informatika Kabupaten Gresik,"Jl. Dr. Wahidin Sudirohusodo No.60, Putat Luar, Randuagung, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61121, Indonesia",4.4,8.0
Dinas/OPD,Pemerintahan,Dinas Koperasi Usaha Mikro Perindustrian dan Perdagangan Kab. Gresik,"Jl. Dr. Wahidin Sudirohusodo No.245, Kembangan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61121, Indonesia",4.4,11.0
Dinas/OPD,Pemerintahan,Dinas Lingkungan Hidup Kabupaten Gresik,"Jl. KH. Wachid Hasyim No.17, Bedilan, Kebungson, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61114, Indonesia",3.4,12.0
Dinas/OPD,Pemerintahan,Dinas PU Gresik,"Jalan Doktor Wahidin Sudirohusodo No.247, Kebomas, Dahanrejo, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61124, Indonesia",3.7,28.0
Dinas/OPD,Pemerintahan,Dinas Pariwisata dan Kebudayaan Kabupaten Gresik,"No., Jl. Dr. Wahidin Sudirohusodo No.127, Kebomas, Randuagung, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61121, Indonesia",4.4,12.0
Dinas/OPD,Pemerintahan,Dinas Penanaman Modal dan PTSP Kabupaten Gresik,"Kembangan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",4.3,23.0
Dinas/OPD,Pemerintahan,Dinas Pendidikan,"Jl. Raya Wringinanom No.37, Wringianom, Lebaniwaras, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",4.4,5.0
Dinas/OPD,Pemerintahan,Dinas Pendidikan Kabupaten Gresik,"Jl. Arif Rahman Hakim Gresik No.2, Kramatandap, Sidokumpul, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61111, Indonesia",4.1,55.0
Dinas/OPD,Pemerintahan,Dinas Perhubungan Kabupaten Gresik,"RHJM+5RC, Terminal Bunder, JL. Lamongan Bunder, Banjai Sari, Banjarsari, Gresik, Kabupaten Gresik, Jawa Timur 61171, Indonesia",3.5,52.0
Dinas/OPD,Pemerintahan,Dinas Pertanian Kabupaten Gresik,"Jl. Dr. Wahidin Sudirohusodo No.245, Kembangan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",,
Dinas/OPD,Pemerintahan,Dinas Tenaga Kerja Kabupaten Gresik,"Jl. Dr. Wahidin Sudirohusodo No.233, Kembangan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61121, Indonesia",4.2,154.0
Dinas/OPD,Pemerintahan,Dinas pendidikan,"WHWG+VF3, Bungah, Kec. Bungah, Kabupaten Gresik, Jawa Timur 61152, Indonesia",,
Dinas/OPD,Pemerintahan,Inspektorat Kabupaten Gresik,"RHHX+JVR, Kembangan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",4.8,17.0
Dinas/OPD,Pemerintahan,Kantor Cabang Dinas Pendidikan Wilayah Gresik,"Jl. Dr. Wahidin Sudirohusodo No.229, Kembangan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",4.3,55.0
Dinas/OPD,Pemerintahan,Satuan Polisi Pamong Praja Kabupaten Gresik,"Jl. Dr. Wahidin Sudirohusodo No.102 B, Karangturi, Kebomas, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61121, Indonesia",3.2,11.0
Dinas/OPD,Pemerintahan,"Shelter Cerme, Dinas Sosial Gresik","Jl. Pasar Cerme Lor No.127, Cerme Lor, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",,
Dinas/OPD,Pemerintahan,"UPT.pengelolaan BALAI LOKA BINA KARYA dinas sosial cerme,kabupaten Gresik","Jl. Pasar Cerme Lor No.127, Jl. Pasar Cerme Lor No.15, Cerme Lor, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",,
Instansi Vertikal,Pemerintahan,Badan Narkotika Nasional Kabupaten Gresik,"Jl. Pahlawan No.1, Gapuro Sukolilo, Bedilan, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61113, Indonesia",4.3,35.0
Instansi Vertikal,Pemerintahan,Immigration Lounge Icon Mall Gresik,"Jl. Dr. Wahidin Sudirohusodo, Kembangan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",,
Instansi Vertikal,Pemerintahan,KORAMIL 0817/03 Kedamean,"Jl. Raya Kedamean No.57, Ngepung, Kec. Kedamean, Kabupaten Gresik, Jawa Timur 61175, Indonesia",4.5,4.0
Instansi Vertikal,Pemerintahan,KORAMIL 0817/04 Menganti,"QH6X+5CH, Jalan Raya, Kepatihan, Menganti, Gresik Regency, East Java 61174, Indonesia",4.6,24.0
Instansi Vertikal,Pemerintahan,KORAMIL 0817/05 Gresik,"Jl. Proklamasi No.62, Kesemen, Sukorame, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61111, Indonesia",5.0,1.0
Instansi Vertikal,Pemerintahan,KORAMIL 0817/08 Cerme,"Jl. Jurit Jl. Raya Cerme Kidul No.65, Cerme Kidul, Gresik, Kabupaten Gresik, Jawa Timur 61171, Indonesia",4.4,7.0
Instansi Vertikal,Pemerintahan,KORAMIL 0817/10 Benjeng,"Jl. Raya Munggugianti No.4, Bengkelolor, Kec. Benjeng, Kabupaten Gresik, Jawa Timur 61172, Indonesia",4.3,3.0
Instansi Vertikal,Pemerintahan,KORAMIL 0817/11 Duduksampeyan,"Jl. Raya Duduk Sampeyan No.08, Duduksampean, Setrohadi, Kec. Duduksampeyan, Kabupaten Gresik, Jawa Timur 61162, Indonesia",4.4,8.0
Instansi Vertikal,Pemerintahan,KORAMIL 0817/12 Sidayu,"Jl. Raden Badrun No.9, Pengulu, Mriyunan, Kec. Sidayu, Kabupaten Gresik, Jawa Timur 61153, Indonesia",4.0,1.0
Instansi Vertikal,Pemerintahan,KORAMIL 0817/14 Panceng,"Jl. Tuban-Gresik No.320, Prupuh, Prupuh, Ketanen, Kec. Panceng, Kabupaten Gresik, Jawa Timur 61156, Indonesia",4.3,3.0
Instansi Vertikal,Pemerintahan,KORAMIL 0817/15 Bungah,"XH7C+JCR, Jl. Raya Bungah, Abar Abir, Abar-Abir, Gresik, Kabupaten Gresik, Jawa Timur 61152, Indonesia",4.4,10.0
Instansi Vertikal,Pemerintahan,KORAMIL 0817/16 Dukun,"2G25+9M4, Jalan Raya, Sembung Anyar, Dukun, Gresik Regency, East Java 61155, Indonesia",5.0,3.0
Instansi Vertikal,Pemerintahan,KORAMIL 0817/18 Tambak,"7J6P+Q7F, Pekalongan, Tambak, Kabupaten Gresik, Jawa Timur 61182, Indonesia",,
Instansi Vertikal,Pemerintahan,Kantor Kementerian Agama Kabupaten Gresik,"Jl. Jaksa Agung Suprapto No.39, Sumursango, Bedilan, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61111, Indonesia",4.4,198.0
Instansi Vertikal,Pemerintahan,Kantor Urusan Agama (KUA) Kecamatan Dukun Gresik,"JL. Raya Pahlawan No.10, Sembung Anyar, Kec. Dukun, Kabupaten Gresik, Jawa Timur 61153, Indonesia",4.8,11.0
Instansi Vertikal,Pemerintahan,Kantor imigrasi,"Jl. Raya Gresik - Babat No.788, Kembangan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",,
Instansi Vertikal,Pemerintahan,Kejaksaan Negeri Gresik,"JL. Raya Permata No. 2, Kembangan, 61161 Gresik, Indonesia, Kembangan, Kebomas, Gresik Regency, East Java 61124, Indonesia",4.4,367.0
Instansi Vertikal,Pemerintahan,Kodim 0817 Gresik,"Jl. Kartini No.33, Kesemen, Gapurosukolilo, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61122, Indonesia",4.1,22.0
Instansi Vertikal,Pemerintahan,Koramil Balongpanggang,"PCFR+9PQ, Wahas, Kec. Balongpanggang, Kabupaten Gresik, Jawa Timur 61173, Indonesia",4.4,10.0
Instansi Vertikal,Pemerintahan,PELAYANAN SIM KELILING SATLANTAS POLRES GRESIK,"2H57+6VH, Kauman, Kec. Sidayu, Kabupaten Gresik, Jawa Timur 61153, Indonesia",4.5,2.0
Instansi Vertikal,Pemerintahan,POLSEK Balongpanggang - Gresik,"Jl. Raya Balongpanggang, Wates, Kedungpring, Gresik, Kabupaten Gresik, Jawa Timur 61173, Indonesia",,
Instansi Vertikal,Pemerintahan,POLSEK Bungah - Gresik,"WHWG+7GX, Lemahdelik, Bungah, Kec. Bungah, Kabupaten Gresik, Jawa Timur 61152, Indonesia",,
Instansi Vertikal,Pemerintahan,POLSEK Cerme - Gresik,"Jl. Raya Cerme Kidul, Cerme Kidul, Gresik, Kabupaten Gresik, Jawa Timur 61171, Indonesia",,
Instansi Vertikal,Pemerintahan,POLSEK Duduksampeyan - Gresik,"RGWC+2JM, Jl. Raya Duduk Sampeyan, Duduksampean, Pandanan, Kec. Duduksampeyan, Kabupaten Gresik, Jawa Timur 61162, Indonesia",,
Instansi Vertikal,Pemerintahan,POLSEK Dukun - Gresik,"Gg. Sidobangun No.86, Mentaras, Kec. Dukun, Kabupaten Gresik, Jawa Timur 61155, Indonesia",,
Instansi Vertikal,Pemerintahan,POLSEK Gresik Kota,"Jl. Basuki Rahmat No.22, Bedilan, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61114, Indonesia",,
Instansi Vertikal,Pemerintahan,POLSEK Kebomas - Gresik,"Jalan Doktor Wahidin Sudiro Husodo No. 97, Kebomas Kota, Kebomas, Jl. Dr. Wahidin Sudirohusodo No.97, Karangturi, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61121, Indonesia",,
Instansi Vertikal,Pemerintahan,POLSEK Kedamean - Gresik,"Jl. Raya Kedamean, Ngepung, Kec. Kedamean, Kabupaten Gresik, Jawa Timur 61175, Indonesia",,
Instansi Vertikal,Pemerintahan,POLSEK Manyar - Gresik,"Jalan Raya Manyar No.41, Manyarejo, Gresik, Manyarejo, Kec. Manyar, Jawa Timur, 61151, Indonesia",,
Instansi Vertikal,Pemerintahan,POLSEK Panceng - Gresik,"Jl. Raya Panceng No.115, Prupuh, Kec. Panceng, Kabupaten Gresik, Jawa Timur 61156, Indonesia",,
Instansi Vertikal,Pemerintahan,POLSEK SIDAYU,"Jl. Bhayangkara No.28, Mriyunan, Kec. Sidayu, Kabupaten Gresik, Jawa Timur 61153, Indonesia",3.7,70.0
Instansi Vertikal,Pemerintahan,POLSEK Ujungpangkah - Gresik,"3GPM+HRC, Jl. Banyuurip, Banyulegi, Banyuurip, Kec. Ujungpangkah, Kabupaten Gresik, Jawa Timur 61154, Indonesia",,
Instansi Vertikal,Pemerintahan,POLSEK Wringinanom - Gresik,"Jl. Raya Wringinanom No.38, Gn. Anyar, Kedunganyar, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",,
Instansi Vertikal,Pemerintahan,Pengadilan Agama Bawean,"Jl. Umar Mas'ud No.20, Sawahmulya, Kec. Sangkapura, Kabupaten Gresik, Jawa Timur 61181, Indonesia",5.0,3.0
Instansi Vertikal,Pemerintahan,Pengadilan Agama Gresik Kelas 1A,"Jl. Dr. Wahidin Sudirohusodo No.45, Kebomas, Ngipik, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61121, Indonesia",4.8,325.0
Instansi Vertikal,Pemerintahan,Pengadilan Negeri Gresik,"Jl. Permata Selatan No.6, Kembangan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61121, Indonesia",4.8,250.0
Instansi Vertikal,Pemerintahan,Poliklinik POLRES Gresik,"Jl. AKS Tubun No.4B, Bedilan, Kebungson, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61115, Indonesia",4.8,9.0
Instansi Vertikal,Pemerintahan,Polres Gresikpolice Gresik City,"Karangpoh, Kemuteran, Kec. Gresik, Kabupaten Gresik, Jawa Timur, Indonesia",,
Instansi Vertikal,Pemerintahan,Polsek Benjeng,"Jl. Raya Benjeng Balong Panggang, Wates, Kedungpring, Gresik, Kabupaten Gresik, Jawa Timur 61173, Indonesia",,
Instansi Vertikal,Pemerintahan,Polsek Menganti,"PH4R+CWM, Jl. Raya Menganti No.27, Tlogo Bedah, Hulaan, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61174, Indonesia",,
Instansi Vertikal,Pemerintahan,Polsek Sangkapura,"Jl. Nagasari No.1, Kotakusuma, Sungai Tlk., Kec. Sangkapura, Kabupaten Gresik, Jawa Timur 61181, Indonesia",,
Instansi Vertikal,Pemerintahan,RUTAN Kelas IIB Gresik,"Jl. Raya Banjarsari No.61171, Beturing, Banjarsari, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",,
Instansi Vertikal,Pemerintahan,SATPAS SIM Gresik,"Jl. Randuagung, Setingi, Randuagung, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61121, Indonesia",4.8,2922.0
Instansi Vertikal,Pemerintahan,SATPOLAIRUD POLRES GRESIK,"Jl. Martadinata No.9, Kroman, Kemuteran, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61115, Indonesia",4.5,36.0
Instansi Vertikal,Pemerintahan,SKCK Polres Gresik,"Jl. Dr. Wahidin Sudirohusodo No.214, Kembangan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",,
Instansi Vertikal,Pemerintahan,Satlantas Polres Gresik,"Jl. Randuagung No.1, Setingi, Randuagung, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61152, Indonesia",,
Kecamatan,Pemerintahan,Gresik,"Kec. Gresik, Kabupaten Gresik, Jawa Timur, Indonesia",,
Kecamatan,Pemerintahan,Kantor Kecamatan Balongpanggang,"Jl. Kedungpring No.190, Kedungpiring, Kedungpring, Kec. Balongpanggang, Kabupaten Gresik, Jawa Timur 61173, Indonesia",3.8,21.0
Kecamatan,Pemerintahan,Kantor Kecamatan Bungah,"WHVG+QGX, Unnamed Road, Lemahdelik, Bungah, Kec. Bungah, Kabupaten Gresik, Jawa Timur 61152, Indonesia",4.2,22.0
Kecamatan,Pemerintahan,Kantor Kecamatan Cerme,"Jl. Cerme Kidul No. 65A, Cerme, Cerme Kidul, Gresik, Kabupaten Gresik, Jawa Timur 61171, Indonesia",3.9,37.0
Kecamatan,Pemerintahan,Kantor Kecamatan Driyorejo,"Jl. Raya Tenaru No.2, Dusun Gading, Cangkir, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",3.4,25.0
Kecamatan,Pemerintahan,Kantor Kecamatan Dukun Gresik,"Jl. Raya Dukun No.04, Sembung Anyar, Kec. Dukun, Kabupaten Gresik, Jawa Timur 61155, Indonesia",3.7,32.0
Kecamatan,Pemerintahan,Kantor Kecamatan Gresik,"Jl. Usman Sadar No.169, Ngipik, Sukorame, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61116, Indonesia",4.1,27.0
Kecamatan,Pemerintahan,Kantor Kecamatan Kedamean,"Jl. Raya Kedamean No.51, Balongjerambah, Kedamean, Kec. Kedamean, Kabupaten Gresik, Jawa Timur 61175, Indonesia",3.9,28.0
Kecamatan,Pemerintahan,Kantor Kecamatan Menganti,"PH4P+C5W, Menganti Krajan Gg. 7, Krajan, Menganti, Gresik, Kabupaten Gresik, Jawa Timur 61174, Indonesia",4.2,13.0
Kecamatan,Pemerintahan,Kantor Kecamatan Panceng,"JL. RAYA No.15, Prupuh, Kec. Panceng, Kabupaten Gresik, Jawa Timur 61156, Indonesia",4.0,5.0
Kecamatan,Pemerintahan,Kantor Kecamatan Sangkapura,"5M36+4G2, Sawahmulya, Kec. Sangkapura, Kabupaten Gresik, Jawa Timur 61181, Indonesia",4.5,8.0
Kecamatan,Pemerintahan,Kantor Kecamatan Sidayu,"Jl. Raya Pahlawan No.59, Sidomulyo, Asempapak, Kec. Sidayu, Kabupaten Gresik, Jawa Timur 61153, Indonesia",4.9,45.0
Kecamatan,Pemerintahan,Kantor Kecamatan Wringinanom,"Jl. Raya Wringinanom No.211, Kandangasin, Lebaniwaras, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",3.5,19.0
Kecamatan,Pemerintahan,Kebomas,"Kec. Kebomas, Kabupaten Gresik, Jawa Timur, Indonesia",,
Kecamatan,Pemerintahan,Kec. Balongpanggang,"Kabupaten Gresik, Jawa Timur, Indonesia",,
Kecamatan,Pemerintahan,Kec. Benjeng,"Kabupaten Gresik, Jawa Timur, Indonesia",,
Kecamatan,Pemerintahan,Kec. Bungah,"Kabupaten Gresik, Jawa Timur, Indonesia",,
Kecamatan,Pemerintahan,Kec. Cerme,"Kabupaten Gresik, Jawa Timur, Indonesia",,
Kecamatan,Pemerintahan,Kec. Driyorejo,"Kabupaten Gresik, Jawa Timur, Indonesia",,
Kecamatan,Pemerintahan,Kec. Dukun,"Kabupaten Gresik, Jawa Timur, Indonesia",,
Kecamatan,Pemerintahan,Kec. Gresik,"Kabupaten Gresik, Jawa Timur, Indonesia",,
Kecamatan,Pemerintahan,Kec. Kedamean,"Kabupaten Gresik, Jawa Timur, Indonesia",,
Kecamatan,Pemerintahan,Kec. Manyar,"Kabupaten Gresik, Jawa Timur, Indonesia",,
Kecamatan,Pemerintahan,Kec. Menganti,"Kabupaten Gresik, Jawa Timur, Indonesia",,
Kecamatan,Pemerintahan,Kec. Panceng,"Kabupaten Gresik, Jawa Timur, Indonesia",,
Kecamatan,Pemerintahan,Kec. Sangkapura,"Kabupaten Gresik, Jawa Timur, Indonesia",,
Kecamatan,Pemerintahan,Kec. Sidayu,"Kabupaten Gresik, Jawa Timur, Indonesia",,
Kecamatan,Pemerintahan,Kec. Ujungpangkah,"Kabupaten Gresik, Jawa Timur, Indonesia",,
Kecamatan,Pemerintahan,Kec. Wringinanom,"Kabupaten Gresik, Jawa Timur, Indonesia",,
Kecamatan,Pemerintahan,Tambak,"Kabupaten Gresik, Jawa Timur, Indonesia",,
Kelurahan/Desa,Pemerintahan,BALAI DESA KEPUHKLAGEN,"JF4M+Q7F, Dsn Klagen, Jl. Klagen, Bureng Kidul, Kepuhklagen, Wringinanom, Gresik Regency, East Java 61176, Indonesia",5.0,1.0
Kelurahan/Desa,Pemerintahan,BALAI RW (Desa Pasinan Lemah-Putih Dusun.Lemah-Putih),"JHC8+JPH, Sidokandeg, Pasinan Lemahputih, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",5.0,1.0
Kelurahan/Desa,Pemerintahan,BALAI RW 12 MUTIARA DESA PETIKEN,"Jl. Mutiara 2.1, Mulung, Petiken, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",5.0,1.0
Kelurahan/Desa,Pemerintahan,BPD Badan Permusyawaratan Desa,"Jl. Raya Banjarsari No.01, Beturing, Banjarsari, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",5.0,1.0
Kelurahan/Desa,Pemerintahan,Balai Desa Banjaran,"JHVJ+G5V, Dusun Mojotanjung, Banjaran, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",5.0,4.0
Kelurahan/Desa,Pemerintahan,Balai Desa Banyuurip,"JHW4+6PX, Miru, Banyuurip, Kec. Kedamean, Kabupaten Gresik, Jawa Timur 61175, Indonesia",4.0,5.0
Kelurahan/Desa,Pemerintahan,Balai Desa Diponggo,"7P83+46H, Diponggo, Tambak, Kabupaten Gresik, Jawa Timur 61182, Indonesia",4.2,17.0
Kelurahan/Desa,Pemerintahan,Balai Desa Dungus,"Jl. Raya Dungus Lor No.01/III, Dungus Kidul, Dungus, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",4.0,2.0
Kelurahan/Desa,Pemerintahan,Balai Desa Grejeg,"6MX9+86V, Grejeg, Peromaan, Tambak, Kabupaten Gresik, Jawa Timur 61182, Indonesia",5.0,1.0
Kelurahan/Desa,Pemerintahan,Balai Desa Jono Kec. Cerme Kab. Gresik,"QHPV+JMW, Dusun Jono, Tugu, Jono, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",4.0,2.0
Kelurahan/Desa,Pemerintahan,Balai Desa Kedunganyar,"HFVW+7VV, Jalan, Jubel, Kedunganyar, Wringinanom, Gresik Regency, East Java 61176, Indonesia",5.0,3.0
